"scenario","country","year","cases","deaths","dalys","YLL"
"routine-default","CAF",2094,354.24,138.27,5233.15,0
"routine-default","CAF",2095,352.32,137.47,5240.43,0
"routine-default","CAF",2096,350.16,136.59,5194.21,0
"routine-default","CAF",2097,348,135.71,5145.7,0
"routine-default","CAF",2098,345.6,134.73,5097.84,0
"routine-default","CAF",2099,343.92,134.09,5064.94,0
"routine-default","CAF",2100,340.92,132.97,5017.2,0
"routine-default","CIV",2000,6979.44,2722,120275.06,0
"routine-default","CIV",2001,4483.92,1748.7,77121,0
"routine-default","CIV",2002,1977.96,771.4,33960.66,0
"routine-default","CIV",2003,1857.24,724.29,31775.91,0
"routine-default","CIV",2004,1855.2,723.53,31609.92,0
"routine-default","CIV",2005,1802.28,702.87,30494.91,0
"routine-default","CIV",2006,1671.96,652.05,28170.7,0
"routine-default","CIV",2007,1578.72,615.72,26514.64,0
"routine-default","CIV",2008,1499.64,584.88,25133.09,0
"routine-default","CIV",2009,1401.12,546.42,23495.25,0
"routine-default","CIV",2010,1463.16,570.63,25701.12,0
"routine-default","CIV",2011,1505.16,587,26414.59,0
"routine-default","CIV",2012,1545.48,602.74,27089,0
"routine-default","CIV",2013,1567.68,611.39,27417.41,0
"routine-default","CIV",2014,1616.52,630.44,28225.68,0
"routine-default","CIV",2015,1681.32,655.74,30437.81,0
"routine-default","CIV",2016,1737.72,677.73,31397.29,0
"routine-default","CIV",2017,1779.84,694.14,32062.99,0
"routine-default","CIV",2018,1807.56,704.93,32459.34,0
"routine-default","CIV",2019,1832.64,714.75,32780.25,0
"routine-default","CIV",2020,1867.44,728.28,33494.01,0
"routine-default","CIV",2021,1911,745.29,34182.72,0
"routine-default","CIV",2022,1957.92,763.57,34920.67,0
"routine-default","CIV",2023,2010.6,784.17,35755.75,0
"routine-default","CIV",2024,2055.72,801.73,36442.84,0
"routine-default","CIV",2025,2093.52,816.44,38024.77,0
"routine-default","CIV",2026,2124.6,828.56,38443.97,0
"routine-default","CIV",2027,2149.32,838.24,38727.91,0
"routine-default","CIV",2028,2170.56,846.51,38942.89,0
"routine-default","CIV",2029,2185.56,852.42,39049,0
"routine-default","CIV",2030,2197.68,857.05,39566.77,0
"routine-default","CIV",2031,2206.8,860.66,39547.75,0
"routine-default","CIV",2032,2214.6,863.7,39506.29,0
"routine-default","CIV",2033,2221.32,866.31,39443.61,0
"routine-default","CIV",2034,2227.08,868.61,39349.3,0
"routine-default","CIV",2035,2231.28,870.17,39671.64,0
"routine-default","CIV",2036,2233.92,871.25,39527.94,0
"routine-default","CIV",2037,2236.32,872.2,39380.77,0
"routine-default","CIV",2038,2236.2,872.1,39187.51,0
"routine-default","CIV",2039,2236.56,872.27,38999.26,0
"routine-default","CIV",2040,2235.12,871.66,39181.42,0
"routine-default","CIV",2041,2233.68,871.12,38957.91,0
"routine-default","CIV",2042,2230.2,869.78,38698.11,0
"routine-default","CIV",2043,2226.24,868.25,38442.45,0
"routine-default","CIV",2044,2221.8,866.51,38165.14,0
"routine-default","CIV",2045,2217.36,864.8,38268.06,0
"routine-default","CIV",2046,2214.36,863.62,38027.92,0
"routine-default","CIV",2047,2211.84,862.7,37797.97,0
"routine-default","CIV",2048,2209.8,861.81,37588.14,0
"routine-default","CIV",2049,2208.48,861.35,37392.99,0
"routine-default","CIV",2050,2208.24,861.23,37570.06,0
"routine-default","CIV",2051,2208.6,861.29,37417.68,0
"routine-default","CIV",2052,2209.68,861.74,37276.05,0
"routine-default","CIV",2053,2210.4,862.09,37131.75,0
"routine-default","CIV",2054,2212.2,862.76,37014.09,0
"routine-default","CIV",2055,2213.64,863.33,37236.94,0
"routine-default","CIV",2056,2215.8,864.2,37133.16,0
"routine-default","CIV",2057,2218.2,865.1,37034.98,0
"routine-default","CIV",2058,2221.32,866.3,36955.89,0
"routine-default","CIV",2059,2224.08,867.39,36876.9,0
"routine-default","CIV",2060,2226.84,868.44,37112.09,0
"routine-default","CIV",2061,2229.48,869.51,37031.41,0
"routine-default","CIV",2062,2232.48,870.72,36959.53,0
"routine-default","CIV",2063,2235.36,871.82,36896.18,0
"routine-default","CIV",2064,2238.72,873.13,36834.73,0
"routine-default","CIV",2065,2242.32,874.5,37085.59,0
"routine-default","CIV",2066,2246.04,875.95,37036.36,0
"routine-default","CIV",2067,2248.68,877,36971.69,0
"routine-default","CIV",2068,2252.28,878.41,36932.09,0
"routine-default","CIV",2069,2255.64,879.72,36876.09,0
"routine-default","CIV",2070,2259.96,881.39,37158.79,0
"routine-default","CIV",2071,2262.96,882.57,37115.29,0
"routine-default","CIV",2072,2266.56,883.92,37076.82,0
"routine-default","CIV",2073,2269.92,885.23,37039.85,0
"routine-default","CIV",2074,2272.56,886.29,36996.99,0
"routine-default","CIV",2075,2275.56,887.47,37241.3,0
"routine-default","CIV",2076,2279.28,888.94,37207.25,0
"routine-default","CIV",2077,2281.8,889.9,37170.57,0
"routine-default","CIV",2078,2285.04,891.17,37140.28,0
"routine-default","CIV",2079,2287.44,892.14,37111.01,0
"routine-default","CIV",2080,2289.96,893.08,37372.06,0
"routine-default","CIV",2081,2292.6,894.14,37336.55,0
"routine-default","CIV",2082,2294.52,894.86,37302.8,0
"routine-default","CIV",2083,2296.92,895.79,37272.87,0
"routine-default","CIV",2084,2298.24,896.28,37229.97,0
"routine-default","CIV",2085,2300.28,897.07,37491.26,0
"routine-default","CIV",2086,2302.32,897.89,37456.42,0
"routine-default","CIV",2087,2304.6,898.8,37430.39,0
"routine-default","CIV",2088,2305.8,899.27,37386.51,0
"routine-default","CIV",2089,2307.6,900,37358.81,0
"routine-default","CIV",2090,2309.04,900.54,37624.09,0
"routine-default","CIV",2091,2310,900.89,37584.84,0
"routine-default","CIV",2092,2310.96,901.29,37544.19,0
"routine-default","CIV",2093,2312.4,901.83,37518.95,0
"routine-default","CIV",2094,2314.32,902.62,37496.81,0
"routine-default","CIV",2095,2315.04,902.87,37742.56,0
"routine-default","CIV",2096,2316.96,903.63,37724.57,0
"routine-default","CIV",2097,2317.8,903.92,37692.81,0
"routine-default","CIV",2098,2319.24,904.5,37661.92,0
"routine-default","CIV",2099,2319.72,904.71,37625.03,0
"routine-default","CIV",2100,2315.28,902.93,37548.44,0
"routine-default","CMR",2000,18290.52,7133.22,336286.76,0
"routine-default","CMR",2001,18529.92,7226.68,340506.07,0
"routine-default","CMR",2002,18828.96,7343.29,345827.2,0
"routine-default","CMR",2003,19247.76,7506.62,353362.9,0
"routine-default","CMR",2004,18659.16,7277.08,342057.93,0
"routine-default","CMR",2005,14438.04,5630.84,266321.11,0
"routine-default","CMR",2006,9320.16,3634.84,171223.57,0
"routine-default","CMR",2007,5385.24,2100.23,98504.03,0
"routine-default","CMR",2008,4274.76,1667.1,77806.33,0
"routine-default","CMR",2009,3943.68,1538.02,71425.09,0
"routine-default","CMR",2010,3692.04,1439.91,68169.71,0
"routine-default","CMR",2011,3392.28,1322.99,62333.52,0
"routine-default","CMR",2012,3065.76,1195.63,56078.55,0
"routine-default","CMR",2013,2542.56,991.58,46321.02,0
"routine-default","CMR",2014,2364,921.98,42862.51,0
"routine-default","CMR",2015,2372.76,925.37,44279.14,0
"routine-default","CMR",2016,2407.44,938.91,44771.52,0
"routine-default","CMR",2017,2450.64,955.75,45423.91,0
"routine-default","CMR",2018,2505.48,977.15,46321.63,0
"routine-default","CMR",2019,2573.88,1003.8,47476.19,0
"routine-default","CMR",2020,2647.2,1032.38,48641.39,0
"routine-default","CMR",2021,2723.16,1062.06,49933.09,0
"routine-default","CMR",2022,2806.08,1094.38,51351.99,0
"routine-default","CMR",2023,2884.92,1125.11,52668.76,0
"routine-default","CMR",2024,2959.08,1154.06,53878.94,0
"routine-default","CMR",2025,3027.48,1180.73,56942.91,0
"routine-default","CMR",2026,3090.96,1205.47,57964.43,0
"routine-default","CMR",2027,3150.84,1228.79,58900.45,0
"routine-default","CMR",2028,3206.28,1250.48,59747.56,0
"routine-default","CMR",2029,3258.72,1270.92,60507.46,0
"routine-default","CMR",2030,3306.48,1289.54,61797.39,0
"routine-default","CMR",2031,3350.64,1306.75,62393.67,0
"routine-default","CMR",2032,3391.32,1322.61,62917.11,0
"routine-default","CMR",2033,3428.04,1336.89,63359.42,0
"routine-default","CMR",2034,3462.24,1350.27,63742.18,0
"routine-default","CMR",2035,3491.16,1361.56,64603.05,0
"routine-default","CMR",2036,3518.16,1372.08,64842.09,0
"routine-default","CMR",2037,3542.04,1381.36,65015.8,0
"routine-default","CMR",2038,3562.08,1389.25,65119.41,0
"routine-default","CMR",2039,3579.6,1396.1,65164.98,0
"routine-default","CMR",2040,3592.56,1401.12,65703.87,0
"routine-default","CMR",2041,3604.8,1405.88,65640.78,0
"routine-default","CMR",2042,3612.48,1408.85,65496.93,0
"routine-default","CMR",2043,3618.36,1411.1,65312.92,0
"routine-default","CMR",2044,3621.36,1412.36,65078.02,0
"routine-default","CMR",2045,3622.68,1412.81,65345.97,0
"routine-default","CMR",2046,3620.64,1412.11,65016.23,0
"routine-default","CMR",2047,3616.56,1410.46,64650.84,0
"routine-default","CMR",2048,3610.68,1408.14,64247.27,0
"routine-default","CMR",2049,3602.76,1405.07,63805.29,0
"routine-default","CMR",2050,3591.96,1400.88,63812.87,0
"routine-default","CMR",2051,3580.2,1396.3,63300.73,0
"routine-default","CMR",2052,3566.4,1390.92,62753.93,0
"routine-default","CMR",2053,3551.64,1385.14,62189.1,0
"routine-default","CMR",2054,3533.88,1378.2,61582.16,0
"routine-default","CMR",2055,3514.68,1370.71,61413.22,0
"routine-default","CMR",2056,3495.36,1363.2,60767.47,0
"routine-default","CMR",2057,3474.48,1355.03,60102.52,0
"routine-default","CMR",2058,3451.2,1346,59398.44,0
"routine-default","CMR",2059,3428.28,1337.01,58703.27,0
"routine-default","CMR",2060,3404.04,1327.49,58418.94,0
"routine-default","CMR",2061,3382.08,1319.06,57753.3,0
"routine-default","CMR",2062,3361.92,1311.05,57139.86,0
"routine-default","CMR",2063,3342.6,1303.65,56546.61,0
"routine-default","CMR",2064,3324.48,1296.52,55984.33,0
"routine-default","CMR",2065,3306.6,1289.56,55851.85,0
"routine-default","CMR",2066,3289.8,1283.01,55324.63,0
"routine-default","CMR",2067,3273.84,1276.76,54827.99,0
"routine-default","CMR",2068,3257.64,1270.51,54339.53,0
"routine-default","CMR",2069,3243.36,1264.9,53879.72,0
"routine-default","CMR",2070,3230.28,1259.82,53858.14,0
"routine-default","CMR",2071,3216.84,1254.57,53420.1,0
"routine-default","CMR",2072,3202.92,1249.16,53002.6,0
"routine-default","CMR",2073,3191.52,1244.67,52623.08,0
"routine-default","CMR",2074,3179.52,1240.03,52233.77,0
"routine-default","CMR",2075,3168.12,1235.59,52258.11,0
"routine-default","CMR",2076,3156.6,1231.06,51893.67,0
"routine-default","CMR",2077,3146.4,1227.05,51550.81,0
"routine-default","CMR",2078,3135.72,1222.95,51216.63,0
"routine-default","CMR",2079,3125.4,1218.91,50883.72,0
"routine-default","CMR",2080,3115.32,1215.01,50954.3,0
"routine-default","CMR",2081,3105.72,1211.2,50644.62,0
"routine-default","CMR",2082,3096.24,1207.56,50338.21,0
"routine-default","CMR",2083,3087.24,1204.03,50048.95,0
"routine-default","CMR",2084,3077.88,1200.38,49755.56,0
"routine-default","CMR",2085,3069,1196.94,49866.57,0
"routine-default","CMR",2086,3060.84,1193.72,49601.39,0
"routine-default","CMR",2087,3052.08,1190.31,49323.41,0
"routine-default","CMR",2088,3043.56,1187.03,49064.3,0
"routine-default","CMR",2089,3035.04,1183.72,48806.36,0
"routine-default","CMR",2090,3026.88,1180.48,48967.94,0
"routine-default","CMR",2091,3018.24,1177.12,48711.72,0
"routine-default","CMR",2092,3008.76,1173.44,48449.29,0
"routine-default","CMR",2093,3001.08,1170.42,48212.71,0
"routine-default","CMR",2094,2992.68,1167.12,47971.41,0
"routine-default","CMR",2095,2983.8,1163.68,48123.55,0
"routine-default","CMR",2096,2975.04,1160.3,47883,0
"routine-default","CMR",2097,2966.4,1156.94,47650.09,0
"routine-default","CMR",2098,2957.52,1153.44,47417.93,0
"routine-default","CMR",2099,2948.52,1149.92,47184.28,0
"routine-default","CMR",2100,2931.84,1143.41,46904.8,0
"routine-default","COD",2000,22324.08,8706.38,396883.26,0
"routine-default","COD",2001,22981.32,8962.7,408694.09,0
"routine-default","COD",2002,23665.2,9229.43,421004.66,0
"routine-default","COD",2003,24268.2,9464.58,431862.08,0
"routine-default","COD",2004,24047.4,9378.45,427788.22,0
"routine-default","COD",2005,21827.4,8512.69,394638.29,0
"routine-default","COD",2006,18190.2,7094.19,328095.46,0
"routine-default","COD",2007,14745.24,5750.65,265236.56,0
"routine-default","COD",2008,12213.84,4763.39,219071.82,0
"routine-default","COD",2009,10439.64,4071.49,186668.48,0
"routine-default","COD",2010,9193.56,3585.56,167725.96,0
"routine-default","COD",2011,8448.72,3294.92,153740.16,0
"routine-default","COD",2012,8054.88,3141.39,146229.67,0
"routine-default","COD",2013,7539.48,2940.4,136518.66,0
"routine-default","COD",2014,6804.96,2653.92,123002.96,0
"routine-default","COD",2015,5979.84,2332.13,109972.32,0
"routine-default","COD",2016,5792.04,2258.87,106279.36,0
"routine-default","COD",2017,5718.6,2230.26,104718.52,0
"routine-default","COD",2018,5608.32,2187.23,102489.69,0
"routine-default","COD",2019,5496.24,2143.53,100236.82,0
"routine-default","COD",2020,5414.4,2111.57,98603.25,0
"routine-default","COD",2021,5382.6,2099.14,97902.45,0
"routine-default","COD",2022,5404.68,2107.82,98230.21,0
"routine-default","COD",2023,5437.32,2120.56,98756.25,0
"routine-default","COD",2024,5466.36,2131.83,99170.5,0
"routine-default","COD",2025,5489.04,2140.72,102618.07,0
"routine-default","COD",2026,5506.8,2147.62,102787.49,0
"routine-default","COD",2027,5520.12,2152.85,102858.79,0
"routine-default","COD",2028,5530.92,2157.09,102872.2,0
"routine-default","COD",2029,5537.88,2159.75,102811.71,0
"routine-default","COD",2030,5542.68,2161.62,103684.3,0
"routine-default","COD",2031,5547.48,2163.51,103547.66,0
"routine-default","COD",2032,5551.44,2165.09,103390.95,0
"routine-default","COD",2033,5557.92,2167.63,103264.22,0
"routine-default","COD",2034,5562.72,2169.44,103111.57,0
"routine-default","COD",2035,5568.84,2171.89,103872.21,0
"routine-default","COD",2036,5574.36,2173.99,103692.23,0
"routine-default","COD",2037,5578.68,2175.69,103484.48,0
"routine-default","COD",2038,5583.96,2177.7,103280.17,0
"routine-default","COD",2039,5588.76,2179.61,103066.83,0
"routine-default","COD",2040,5593.32,2181.42,103704.34,0
"routine-default","COD",2041,5596.92,2182.8,103441.59,0
"routine-default","COD",2042,5599.56,2183.84,103153.69,0
"routine-default","COD",2043,5602.2,2184.86,102854.64,0
"routine-default","COD",2044,5604.6,2185.83,102536.07,0
"routine-default","COD",2045,5605.68,2186.2,103004.43,0
"routine-default","COD",2046,5604.96,2185.92,102616.38,0
"routine-default","COD",2047,5604.72,2185.81,102231.44,0
"routine-default","COD",2048,5602.2,2184.88,101808.2,0
"routine-default","COD",2049,5599.32,2183.72,101353.3,0
"routine-default","COD",2050,5594.4,2181.83,101607.68,0
"routine-default","COD",2051,5588.76,2179.65,101085.91,0
"routine-default","COD",2052,5582.28,2177.1,100535.3,0
"routine-default","COD",2053,5574.36,2173.97,99965.47,0
"routine-default","COD",2054,5564.76,2170.21,99353.71,0
"routine-default","COD",2055,5554.56,2166.3,99442.72,0
"routine-default","COD",2056,5542.56,2161.59,98772.46,0
"routine-default","COD",2057,5530.56,2156.92,98092.63,0
"routine-default","COD",2058,5516.04,2151.25,97382.38,0
"routine-default","COD",2059,5503.56,2146.4,96707.19,0
"routine-default","COD",2060,5492.64,2142.11,96749.66,0
"routine-default","COD",2061,5483.4,2138.53,96143.97,0
"routine-default","COD",2062,5476.92,2135.97,95589.82,0
"routine-default","COD",2063,5472,2134.1,95077.24,0
"routine-default","COD",2064,5467.92,2132.46,94594.62,0
"routine-default","COD",2065,5464.2,2131.02,94812.59,0
"routine-default","COD",2066,5462.76,2130.48,94393.89,0
"routine-default","COD",2067,5462.52,2130.37,93997.82,0
"routine-default","COD",2068,5461.44,2129.97,93606.54,0
"routine-default","COD",2069,5461.8,2130.11,93226.87,0
"routine-default","COD",2070,5462.28,2130.29,93533.28,0
"routine-default","COD",2071,5463.48,2130.73,93186.09,0
"routine-default","COD",2072,5465.64,2131.58,92858.97,0
"routine-default","COD",2073,5467.8,2132.44,92543.11,0
"routine-default","COD",2074,5469.96,2133.26,92229.07,0
"routine-default","COD",2075,5472.48,2134.28,92547.92,0
"routine-default","COD",2076,5475.24,2135.3,92248.7,0
"routine-default","COD",2077,5477.64,2136.29,91945.63,0
"routine-default","COD",2078,5479.92,2137.14,91656.06,0
"routine-default","COD",2079,5482.68,2138.22,91379.49,0
"routine-default","COD",2080,5486.76,2139.81,91739.17,0
"routine-default","COD",2081,5489.4,2140.89,91466.31,0
"routine-default","COD",2082,5492.28,2142.02,91197.41,0
"routine-default","COD",2083,5495.64,2143.34,90940.37,0
"routine-default","COD",2084,5497.44,2144,90668.51,0
"routine-default","COD",2085,5499.96,2144.99,91077.52,0
"routine-default","COD",2086,5502.96,2146.16,90835.29,0
"routine-default","COD",2087,5504.4,2146.71,90562.08,0
"routine-default","COD",2088,5505.84,2147.27,90298.19,0
"routine-default","COD",2089,5507.16,2147.76,90037.87,0
"routine-default","COD",2090,5508.12,2148.14,90451.82,0
"routine-default","COD",2091,5508.24,2148.2,90181.59,0
"routine-default","COD",2092,5508.72,2148.45,89919.03,0
"routine-default","COD",2093,5509.32,2148.69,89676.29,0
"routine-default","COD",2094,5508.84,2148.48,89416.86,0
"routine-default","COD",2095,5508.24,2148.22,89866.94,0
"routine-default","COD",2096,5506.56,2147.58,89595.85,0
"routine-default","COD",2097,5504.64,2146.8,89340.48,0
"routine-default","COD",2098,5502.96,2146.2,89090.27,0
"routine-default","COD",2099,5500.56,2145.23,88830.2,0
"routine-default","COD",2100,5476.92,2136.05,88420.57,0
"routine-default","COG",2000,336,131.01,5693.98,0
"routine-default","COG",2001,347.88,135.66,5882.42,0
"routine-default","COG",2002,356.04,138.82,6016.96,0
"routine-default","COG",2003,367.08,143.14,6194.32,0
"routine-default","COG",2004,372.12,145.13,6259.72,0
"routine-default","COG",2005,362.52,141.39,6429.82,0
"routine-default","COG",2006,350.4,136.62,6184.44,0
"routine-default","COG",2007,337.44,131.6,5923.43,0
"routine-default","COG",2008,326.16,127.19,5693.72,0
"routine-default","COG",2009,313.08,122.1,5434.75,0
"routine-default","COG",2010,297,115.82,5328.43,0
"routine-default","COG",2011,287.28,112.03,5126.52,0
"routine-default","COG",2012,276.24,107.75,4916.5,0
"routine-default","COG",2013,265.68,103.61,4709.06,0
"routine-default","COG",2014,256.44,100.03,4522.21,0
"routine-default","COG",2015,249.84,97.42,4446.89,0
"routine-default","COG",2016,244.8,95.46,4337.18,0
"routine-default","COG",2017,243.72,95.06,4301.51,0
"routine-default","COG",2018,242.28,94.49,4261.15,0
"routine-default","COG",2019,240.24,93.69,4210.31,0
"routine-default","COG",2020,238.68,93.14,4149.3,0
"routine-default","COG",2021,236.76,92.34,4100.78,0
"routine-default","COG",2022,236.4,92.19,4083,0
"routine-default","COG",2023,237.24,92.49,4078.68,0
"routine-default","COG",2024,237,92.49,4062.47,0
"routine-default","COG",2025,237.24,92.56,4072.47,0
"routine-default","COG",2026,237,92.46,4058.92,0
"routine-default","COG",2027,237.72,92.71,4047.73,0
